DATAFLOW,LAST UPDATE,freq,age,sex,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2015,3.49,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2016,3.48,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2017,3.48,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2018,3.61,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2019,3.67,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2020,3.65,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2021,3.50,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2022,3.64,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FI,2023,3.65,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2005,4.04,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2006,3.97,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2007,3.81,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2008,4.43,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2009,4.42,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2010,4.43,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2011,4.55,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2012,4.50,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2013,4.46,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2014,4.23,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2015,4.27,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2016,4.37,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2017,4.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2018,4.28,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2019,4.33,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2020,4.38,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2021,4.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,FR,2022,4.55,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2010,5.46,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2011,5.42,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2012,5.30,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2013,5.40,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2014,5.01,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2015,5.09,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2016,4.98,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2017,5.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2018,5.04,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2019,4.80,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2020,4.69,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2021,4.96,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2022,4.68,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HR,2023,5.09,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2005,3.91,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2006,5.30,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2007,3.62,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2008,3.50,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2009,3.42,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2010,3.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2011,3.82,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2012,3.86,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2013,4.05,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2014,4.19,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2015,4.15,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2016,4.15,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2017,4.22,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2018,4.40,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2019,4.14,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2020,4.07,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2021,4.08,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2022,3.87,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,HU,2023,4.46,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2005,4.84,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2006,4.69,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2007,4.80,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2008,4.47,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2009,4.18,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2010,4.74,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2011,4.50,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2012,4.69,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2013,4.67,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2014,4.92,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2015,4.36,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2016,4.49,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2017,4.60,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2018,4.44,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2019,4.06,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2020,4.01,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2021,3.79,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IE,2022,3.95,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2005,3.36,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2006,3.73,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2007,4.04,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2008,3.79,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2009,4.15,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2010,3.53,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2011,3.22,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2012,3.23,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2013,3.25,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2014,3.02,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2015,3.47,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2016,3.35,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2017,3.54,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2018,3.14,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IS,2019,3.26,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2005,5.57,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2006,5.48,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2007,5.35,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2008,5.23,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2009,5.37,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2010,5.40,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2011,5.71,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2012,5.63,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2013,5.81,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2014,5.73,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2015,5.77,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2016,6.20,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2017,5.83,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2018,6.08,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2019,5.91,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2020,5.75,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2021,5.80,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,IT,2022,5.69,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2005,6.54,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2006,6.11,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2007,5.82,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2008,5.86,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2009,5.84,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2010,6.64,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2011,5.67,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2012,5.17,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2013,5.90,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2014,6.01,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2015,7.17,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2016,6.72,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2017,6.77,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2018,6.87,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2019,6.28,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2020,5.92,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2021,5.94,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LT,2022,6.07,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2005,3.83,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2006,4.08,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2007,3.90,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2008,4.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2009,4.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2010,3.95,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2011,3.88,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2012,4.07,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2013,4.43,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2014,4.33,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2015,4.20,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2016,4.77,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2017,4.64,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2018,5.35,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2019,5.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2020,4.88,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2021,4.55,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LU,2022,4.66,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2005,6.21,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2006,7.33,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2007,6.17,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2008,7.22,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2009,7.13,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2010,6.35,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2011,6.00,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2012,6.09,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2013,6.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2014,6.12,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2015,6.35,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2016,6.09,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2017,6.13,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2018,6.74,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2019,6.56,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2020,6.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2021,6.51,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2022,6.31,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,LV,2023,6.09,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2013,8.50,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2014,7.11,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2015,7.37,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2016,7.06,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2017,7.24,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2018,7.21,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2019,6.58,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2020,5.87,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2021,5.67,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,ME,2022,5.46,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2012,9.82,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2013,8.26,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2014,7.09,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2015,6.55,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2016,6.64,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2017,6.45,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2018,6.22,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2019,5.57,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MK,2020,5.87,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2005,3.99,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2006,4.08,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2007,3.90,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2008,4.30,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2009,4.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2010,4.34,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2011,4.02,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2012,3.88,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2013,4.01,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2014,3.95,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2015,4.09,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2016,4.15,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2017,4.14,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2018,4.35,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2019,4.15,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2020,4.79,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2021,5.08,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,MT,2022,4.90,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2005,3.80,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2006,3.78,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2007,3.88,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2008,3.98,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2009,3.97,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2010,3.68,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2011,3.74,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2012,3.60,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2013,3.55,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2014,3.77,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2015,3.77,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2016,3.87,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2017,3.90,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2018,3.92,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2019,3.83,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2020,4.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2021,3.80,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2022,3.88,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NL,2023,3.83,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2005,3.95,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2006,4.60,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2007,3.51,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2008,3.84,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2009,3.52,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2010,3.42,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2011,3.24,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2012,3.17,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2013,3.20,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2014,3.40,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2015,3.47,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2016,3.63,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2017,3.86,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2018,3.63,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2019,3.71,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2020,3.66,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2021,3.83,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,NO,2022,4.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2005,6.43,b
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2006,5.48,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2007,5.14,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2008,4.99,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2009,4.87,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2010,4.86,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2011,4.84,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2012,4.76,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2013,4.78,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2014,4.79,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2015,4.76,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2016,4.67,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2017,4.44,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2018,4.13,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2019,4.27,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2020,4.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2021,3.96,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2022,3.84,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PL,2023,3.98,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PT,2005,7.03,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PT,2006,6.86,
ESTAT:TESSI180(1.0),24/05/24 11:00:00,A,TOTAL,F,RAT,PT,2007,6.58,
