DATAFLOW,LAST UPDATE,freq,sex,age,unit,isced11,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2001,47.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2002,47.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2003,44.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2004,45.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2005,45.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2006,47.0,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2007,49.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2008,52.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2009,53.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2010,53.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2011,53.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2012,53.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2013,56.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2014,58.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2015,57.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2016,57.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2017,54.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2018,55.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2019,57.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2020,60.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2021,64.9,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2022,65.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,NO,2023,67.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2000,17.3,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2001,18.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2002,20.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2003,24.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2004,27.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2005,30.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2006,33.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2007,35.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2008,38.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2009,42.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2010,44.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2011,47.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2012,49.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2013,51.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2014,51.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2015,52.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2016,53.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2017,53.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2018,53.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2019,54.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2020,53.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2021,51.4,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2022,51.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PL,2023,56.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2000,15.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2001,18.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2002,20.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2003,21.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2004,23.1,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2005,23.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2006,25.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2007,27.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2008,29.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2009,29.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2010,32.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2011,33.1,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2012,34.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2013,37.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2014,39.0,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2015,40.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2016,42.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2017,42.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2018,44.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2019,45.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2020,48.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2021,54.3,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2022,50.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,PT,2023,47.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2000,9.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2001,10.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2002,11.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2003,11.3,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2004,13.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2005,14.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2006,15.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2007,17.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2008,20.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2009,21.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2010,22.0,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2011,23.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2012,25.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2013,26.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2014,28.1,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2015,28.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2016,27.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2017,28.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2018,28.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2019,29.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2020,28.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2021,26.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2022,28.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RO,2023,25.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2010,24.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2011,27.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2012,30.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2013,30.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2014,33.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2015,36.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2016,38.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2017,39.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2018,40.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2019,40.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2020,39.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2021,41.4,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2022,40.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,RS,2023,41.3,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2000,35.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2001,31.8,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2002,34.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2003,36.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2004,40.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2005,42.4,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2006,44.8,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2007,45.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2008,46.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2009,48.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2010,48.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2011,50.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2012,50.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2013,51.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2014,53.6,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2015,54.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2016,55.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2017,54.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2018,55.1,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2019,56.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2020,58.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2021,58.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2022,61.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SE,2023,61.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2000,25.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2001,23.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2002,26.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2003,32.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2004,33.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2005,31.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2006,35.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2007,40.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2008,38.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2009,39.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2010,40.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2011,44.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2012,45.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2013,47.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2014,49.1,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2015,52.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2016,54.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2017,56.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2018,53.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2019,55.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2020,56.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2021,60.8,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2022,60.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SI,2023,53.4,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2000,11.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2001,12.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2002,13.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2003,14.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2004,15.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2005,16.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2006,18.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2007,19.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2008,21.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2009,23.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2010,29.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2011,30.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2012,32.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2013,35.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2014,36.5,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2015,39.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2016,41.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2017,43.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2018,44.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2019,47.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2020,49.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2021,51.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2022,50.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,SK,2023,48.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2006,11.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2007,11.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2008,13.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2009,14.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2010,15.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2011,16.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2012,18.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2013,20.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2014,22.5,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2015,25.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2016,28.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2017,30.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2018,32.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2019,34.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2020,36.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2021,39.9,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2022,42.1,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,TR,2023,44.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2000,30.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2001,32.3,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2002,34.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2003,33.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2004,36.0,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2005,36.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2006,38.0,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2007,39.3,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2008,40.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2009,41.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2010,43.9,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2011,46.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2012,47.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2013,47.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2014,48.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2015,50.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2016,49.2,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2017,49.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2018,51.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,F,Y25-34,PC,ED5-8,UK,2019,52.8,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2000,,u
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2001,,u
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2002,,u
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2003,,u
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2004,20.2,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2005,18.9,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2006,18.7,b
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2007,18.4,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2008,18.5,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2009,19.6,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2010,18.7,
ESTAT:SDG_04_20(1.0),24/04/24 23:00:00,A,M,Y25-34,PC,ED5-8,AT,2011,19.5,
